sent_no,parag_no,sent_raw,char_len,token_len,sent_clean,nlptown,robertalg15,distillbertsst,bertsst_pol,bertsst_prob,bertsst
6517,1252,"""What do you think about that?""",31,6,what do you think about that,0.2477849505400863,0.993062436580658,-0.9923543930053711,Positive,0.91,0.91
6518,1253,"""you are going to be the daddy.""",32,7,you are going to be the daddy,4.312316603093686,0.9955106973648071,-0.9986101984977722,Positive,0.98,0.98
6519,1254,What he thought was not a question he could respond to.,55,11,what he thought was not a question he could respond to,1.2183154908110276,-0.9994584321975708,0.9970600008964539,Negative,0.99,-0.99
6520,1254,"He said quietly, ""Dinosaurs are all extinct anyway.""",52,8,he said quietly dinosaurs are all extinct anyway,0.41121517954461057,-0.9926233887672424,-0.9977487921714783,Negative,0.95,-0.95
6521,1255,"""I agree.""",10,2,i agree,3.2270548297319235,0.9979155659675598,0.9985995292663574,Positive,0.96,0.96
6522,1256,"""they are all dead.",19,4,they are all dead,0.3700311258009462,-0.9987916350364685,0.9863437414169312,Negative,0.97,-0.97
6523,1256,"They can not come back.""",24,5,they can not come back,0.3441006522582723,-0.9987580180168152,-0.9916845560073853,Negative,0.74,-0.74
6524,1257,I heard the uncertainty in his voice.,37,7,i heard the uncertainty in his voice,1.2479444688342891,-0.994937002658844,-0.9846271276473999,Positive,0.55,0.55
6525,1257,"I said, ""They absolutely can not come back.""",44,8,i said they absolutely can not come back,0.3532714789378565,-0.9993147850036621,0.9951691031455994,Negative,0.93,-0.93
6526,1258,He gave me a serious look.,26,6,he gave me a serious look,3.251482820103938,0.992812991142273,0.9981693029403687,Positive,0.95,0.95
6527,1258,"""Nothing comes back.""",21,3,nothing comes back,0.34543849148077777,-0.9994762539863586,-0.9927717447280884,Negative,0.95,-0.95
6528,1259,"I got halfway through my therapeutically supportive, kindly reply.",66,9,i got halfway through my therapeutically supportive kindly reply,3.1953093448108913,-0.8810572624206543,0.9984322190284729,Positive,0.78,0.78
6529,1259,"What I was starting to say was, ""The past is extinct,"" when he interrupted me with a shout, but a happy one.",108,22,what i was starting to say was the past is extinct when he interrupted me with a shout but a happy one,3.2773924739266036,0.9976308345794678,-0.998485803604126,Positive,0.76,0.76
6530,1259,"""I do not like sitting on this chair!""",38,8,i do not like sitting on this chair,0.22953725773500555,-0.9994779229164124,-0.9987001419067383,Negative,0.97,-0.97
6531,1260,"I went to help him down but he leapt with a shriek onto the floor, into a crouching position, and then he jumped and crouched again, shouting, ""I am a frog!",156,31,i went to help him down but he leapt with a shriek onto the floor into a crouching position and then he jumped and crouched again shouting i am a frog,0.3496922312094001,-0.9980208277702332,0.9960142970085144,Negative,0.83,-0.83
6532,1260,"A frog!""",8,2,a frog,4.3753072441043726,-0.9977418780326843,0.9935355186462402,Positive,0.62,0.62
6533,1261,He was hopping across the floor as a very loud frog when two things happened at once.,85,17,he was hopping across the floor as a very loud frog when two things happened at once,1.2391576118652743,0.9828758835792542,0.9978943467140198,Negative,0.91,-0.91
6534,1261,Miranda came off the phone and told Mark to keep his noise down.,64,13,miranda came off the phone and told mark to keep his noise down,0.2677941992155443,-0.9974595308303833,0.9168153405189514,Negative,0.92,-0.92
6535,1261,"At the same time, the door opened and Adam was before us.",57,12,at the same time the door opened and adam was before us,0.3032825567301679,0.9961854815483093,0.9980463981628418,Positive,0.95,0.95
6536,1261,The room fell silent.,21,4,the room fell silent,0.2359186777103786,-0.9983081221580505,0.9177480340003967,Negative,0.94,-0.94
6537,1261,Mark scurried for Miranda's hand.,33,5,mark scurried for mirandas hand,0.24415841963091947,0.9979023933410645,0.9986965656280518,Negative,0.69,-0.69
6538,1262,I knew that depleted look.,26,5,i knew that depleted look,1.233009161822166,-0.9963706135749817,-0.9992239475250244,Negative,0.93,-0.93
6539,1262,"Otherwise, Adam looked, as ever, well groomed in white shirt and dark suit.",75,13,otherwise adam looked as ever well groomed in white shirt and dark suit,2.2889933332065784,0.9988170862197876,-0.9987513422966003,Positive,0.97,0.97
6540,1263,"""Are you all right?""",20,4,are you all right,0.41365735154564975,-0.9581546187400818,-0.9959130883216858,Positive,0.82,0.82
6541,1263,I said.,7,2,i said,0.22432641013115626,0.9729073643684387,0.9950148463249207,Positive,0.69,0.69
6542,1264,"""I am so sorry if you have been anxious, but I .",48,12,i am so sorry if you have been anxious but i ,1.2314204411003071,0.9820438623428345,-0.9974225163459778,Positive,0.88,0.88
6543,1264,"He came forward to near where Miranda was, ducked down to retrieve the cable and with a lunging motion pulled his shirt clear and shoved the socket into his stomach and fell onto one of the hard kitchen chairs with a moan of relief.",232,44,he came forward to near where miranda was ducked down to retrieve the cable and with a lunging motion pulled his shirt clear and shoved the socket into his stomach and fell onto one of the hard kitchen chairs with a moan of relief,0.342432610375852,0.9254603385925293,-0.9972322583198547,Negative,0.53,-0.53
6544,1265,Miranda stood up from the table and went to stand with her back to the stove.,77,16,miranda stood up from the table and went to stand with her back to the stove,0.3160992242806708,-0.9782198071479797,-0.9987171292304993,Negative,0.77,-0.77
6545,1265,"Mark followed her closely, with his head turned towards Adam.",61,10,mark followed her closely with his head turned towards adam,3.2037765556656708,0.9961516857147217,-0.9992363452911377,Positive,0.8,0.8
6546,1266,"She said, ""We were beginning to worry about you.""",49,9,she said we were beginning to worry about you,1.2303014768871057,-0.9763016700744629,-0.9954140782356262,Positive,0.77,0.77
6547,1267,He was still in his moment of immediate abandon.,48,9,he was still in his moment of immediate abandon,0.2979717798694136,0.9935047030448914,0.9969072937965393,Negative,0.6,-0.6
6548,1267,I had sometimes wondered if the charge was like slaking a desperate thirst.,75,13,i had sometimes wondered if the charge was like slaking a desperate thirst,1.2539025280838636,0.9912323355674744,-0.995604395866394,Negative,0.73,-0.73
6549,1267,"He had told me that in those first seconds it was a gorgeous surge, a breaking wave of clarity that settled into deep contentment.",130,24,he had told me that in those first seconds it was a gorgeous surge a breaking wave of clarity that settled into deep contentment,4.287115191561724,0.9987183213233948,-0.9967984557151794,Positive,0.98,0.98
6550,1267,He had once been untypically expansive.,39,6,he had once been untypically expansive,1.2628698574853234,0.9852129817008972,0.9880701899528503,Negative,0.73,-0.73
6551,1267,"""You can have no idea what it is to love a direct current.",58,13,you can have no idea what it is to love a direct current,4.28692594658155,-0.9901949763298035,-0.9599969983100891,Positive,0.63,0.63
6552,1267,"When you are really in need, when the cable is in your hand and you finally connect, you want to shout out loud at the joy of being alive.",138,29,when you are really in need when the cable is in your hand and you finally connect you want to shout out loud at the joy of being alive,4.235251396791392,0.9988252520561218,-0.9963511228561401,Positive,0.98,0.98
6553,1267,The first touch--it is like light pouring through your body.,60,10,the first touchit is like light pouring through your body,3.2944995069073153,0.9976453185081482,-0.9943065643310547,Positive,0.98,0.98
6554,1267,Then it smooths out into something profound.,44,7,then it smooths out into something profound,1.2581628127925877,0.9988873600959778,0.9822556376457214,Positive,0.9,0.9
6555,1267,"Electrons, Charlie.",19,2,electrons charlie,4.320009980980761,-0.9281097650527954,-0.9984209537506104,Positive,0.86,0.86
6556,1267,The fruits of the universe.,27,5,the fruits of the universe,4.286343334505233,0.9979331493377686,0.9795175790786743,Positive,0.99,0.99
6557,1267,The golden apples of the sun.,29,6,the golden apples of the sun,4.32545338321071,0.9980016946792603,0.9806076884269714,Positive,0.99,0.99
6558,1267,"Let photons beget electrons!""",29,4,let photons beget electrons,4.397938532133121,-0.9859585165977478,0.998450756072998,Negative,0.54,-0.54
6559,1267,"Another time, he would said, with a wink, as he was plugging himself in, ""You can keep your corn-fed roast chicken.""",116,21,another time he would said with a wink as he was plugging himself in you can keep your cornfed roast chicken,1.2327962916227482,-0.9982966184616089,-0.9993972182273865,Negative,0.78,-0.78
6560,1268,Now he was taking his time to reply to Miranda.,47,10,now he was taking his time to reply to miranda,3.2141367110174004,0.9983365535736084,0.9965291619300842,Negative,0.78,-0.78
6561,1268,He must have progressed to the second stage.,44,8,he must have progressed to the second stage,4.282883633328767,0.9955671429634094,-0.9948099851608276,Positive,0.62,0.62
6562,1268,His voice was calm.,19,4,his voice was calm,3.2261564511625527,0.9987770915031433,0.9988810420036316,Positive,0.89,0.89
6563,1268,"""Alms.""",7,1,alms,2.2560509340555863,-0.9946562647819519,0.9984933137893677,Negative,0.83,-0.83
6564,1269,"""Arms?""",7,1,arms,0.21410774815599837,-0.9938979148864746,-0.999420702457428,Positive,0.64,0.64
6565,1270,"""Alms.",6,1,alms,2.2994229805516997,-0.9888079762458801,0.9987465143203735,Negative,0.84,-0.84
6566,1270,do not you know this one?,25,6,do not you know this one,0.3537244661446242,-0.9987717866897583,-0.9978232979774475,Negative,0.92,-0.92
6567,1270,"Time hath, my Lord, a wallet at his back wherein he puts alms for oblivion.",75,15,time hath my lord a wallet at his back wherein he puts alms for oblivion,4.32095098193654,-0.991536557674408,-0.6891965270042419,Negative,0.86,-0.86
6568,1271,"I said, ""you have lost me.",26,6,i said you have lost me,0.29283633721039853,-0.9994796514511108,0.9920408129692078,Negative,0.97,-0.97
6569,1271,"Oblivion?""",10,1,oblivion,0.2158501059003981,-0.9894962906837463,0.9886159300804138,Negative,0.95,-0.95
6570,1272,"""Shakespeare, Charlie.",22,2,shakespeare charlie,4.329264582614737,0.9720956087112427,0.9969196915626526,Positive,0.87,0.87
6571,1272,Your patrimony.,15,2,your patrimony,4.318138438399048,-0.92050701379776,0.9975728392601013,Negative,0.89,-0.89
