"","sent_raw","syuzhet","bing","afinn","nrc"
"2672","2671,""At first I was surprised and confused; then, as he lay in his house and didn't move or breathe or speak hour upon hour it grew upon me that I was responsible, because no one else was interested interested, I mean, with that intense personal interest to which every one has some vague right at the end.""",0.55,-2,1,2
"2673","2672,""I called up Daisy half an hour after we found him, called her instinctively and without hesitation.""",0.75,0,0,0
"2674","2673,""But she and Tom had gone away early that afternoon, and taken baggage with them.""",0,0,0,0
"2675","2674,""""""Left no address?""""""",0,0,-1,0
"2676","2675,""""""Say when they'd be back?""""""",0,0,0,0
"2677","2676,""""""Any idea where they are? How I could reach them?""""""",0,0,1,0
"2678","2677,""""""I don't know. Can't say.""""""",0,0,0,0
"2679","2678,I wanted to get somebody for him.",0,0,0,0
"2680","2679,""I wanted to go into the room where he lay and reassure him: """"I' get somebody for you, Gatsby. Don't worry. Just trust me and I' get somebody for you """"""",0,1,-1,0
"2681","2680,Meyer Wolfshiem's name wasn't in the phone book.",0,0,0,0
"2682","2681,""The butler gave me his office address on Broadway and I called Information, but by the time I had the number it was long after five and no one answered the phone.""",0.8,0,-1,2
"2683","2682,""""""Will you ring again?""""""",0,0,0,0
"2684","2683,""""""I've rung them three times.""""""",0,0,0,0
"2685","2684,""""""It's very important.""""""",0.75,1,2,1
"2686","2685,""""""Sorry. I' afraid no one's there.""""""",-1.25,-2,-4,-1
"2687","2686,""I went back to the drawing room and thought for an instant that they were chance visitors, all these official people who suddenly filled it.""",0.25,0,2,0
"2688","2687,""But as they drew back the sheet and looked at Gatsby with unmoved eyes, his protest continued in my brain.""",-1.3,-2,-2,0
"2689","2688,""""""Look here, old sport, you've got to get somebody for me. You've got to try hard. I can't go through this alone.""""""",-0.85,-1,-3,0
"2690","2689,Some one started to ask me questions but I broke away and going upstairs looked hastily through the unlocked parts of his desk he'd never told me definitely that his parents were dead.",-2.15,-3,-4,-1
"2691","2690,""But there was nothing only the picture of Dan Cody, a token of forgotten violence staring down from the wall.""",-1.25,0,-4,-3
"2692","2691,Next morning I sent the butler to New York with a letter to Wolfshiem which asked for information and urged him to come out on the next train.",1.6,0,0,2
"2693","2692,That request seemed superfluous when I wrote it.",-0.5,-1,0,-1
"2694","2693,""I was sure he'd start when he saw the newspapers, just as I was sure there'd be a wire from Daisy before noon but neither a wire nor Mr. Wolfshiem arrived, no one arrived except more police and photographers and newspaper men.""",-0.25,0,-1,1
"2695","2694,""When the butler brought back Wolfshiem's answer I began to have a feeling of defiance, of scornful solidarity between Gatsby and me against them all.""",0.15,-1,1,0
"2696","2695,Dear Mr. Carraway.",0.5,0,2,1
"2697","2696,This has been one of the most terrible shocks of my life to me I hardly can believe it that it is true at all.",-0.65,-1,-3,0
"2698","2697,Such a mad act as that man did should make us all think.",-0.75,-1,-3,-1
"2699","2698,I cannot come down now as I am tied up in some very important business and cannot get mixed up in this thing now.",0.75,1,2,1
"2700","2699,If there is anything I can do a little later let me know in a letter by Edgar.",0,0,0,0
"2701","2700,I hardly know where I am when I hear about a thing like this and am completely knocked down and out.",0.9,1,2,1
"2702","2701,Yours truly",0,0,0,0
"2703","2702,MEYER WOLFSHIEM",0,0,0,0
"2704","2703,and then hasty addenda beneath:",-0.5,-1,0,-1
"2705","2704,Let me know about the funeral etc do not know his family at all.",-0.8,0,-1,0
"2706","2705,When the phone rang that afternoon and Long Distance said Chicago was calling I thought this would be Daisy at last.",0,0,0,0
"2707","2706,""But the connection came through as a man's voice, very thin and far away.""",0,0,0,0
"2708","2707,""""""This is Slagle speaking. . . .""""""",0,0,0,0
"2709","2708,""""""Yes?""""""",0.8,0,1,0
"2710","2709,The name was unfamiliar.",-0.6,-1,0,0
"2711","2710,""""""Hell of a note, isn't it? Get my wire?""""""",-0.8,-1,-4,-1
"2712","2711,""""""There haven't been any wires.""""""",0,0,0,0
"2713","2712,""""""Young Parke's in trouble,"""" he said rapidly.""",-0.1,-1,-2,1
"2714","2713,""""""They picked him up when he handed the bonds over the counter. They got a circular from New York giving 'em the numbers just five minutes before. What d'you know about that, hey? You never can tell in these hick towns """"""",1.05,0,0,1
"2715","2714,""""""Hello!""""""",0,0,0,0
"2716","2715,I interrupted breathlessly.",-0.75,0,-2,-1
"2717","2716,""""""Look here this isn't Mr. Gatsby. Mr. Gatsby's dead.""""""",-1,-1,-3,0
"2718","2717,""There was a long silence on the other end of the wire, followed by an exclamation . . . then a quick squawk as the connection was broken.""",-0.75,-1,-1,-1
"2719","2718,I think it was on the third day that a telegram signed Henry C. Gatz arrived from a town in Minnesota.",0,0,0,0
"2720","2719,It said only that the sender was leaving immediately and to postpone the funeral until he came.",-1.3,0,-2,0
"2721","2720,""It was Gatsby's father, a solemn old man very helpless and dismayed, bundled up in a long cheap ulster against the warm September day.""",-1.75,-3,-4,-2
"2722","2721,His eyes leaked continuously with excitement and when I took the bag and umbrella from his hands he began to pull so incessantly at his sparse grey beard that I had difficulty in getting off his coat.",-0.8,-1,1,1
"2723","2722,He was on the point of collapse so I took him into the music room and made him sit down while I sent for something to eat.",0.45,-1,-2,1
"2724","2723,But he wouldn't eat and the glass of milk spilled from his trembling hand.",0.1,0,-2,0
"2725","2724,""""""I saw it in the Chicago newspaper,"""" he said.""",0,0,0,0
"2726","2725,""""""It was all in the Chicago newspaper. I started right away.""""""",0.8,1,0,0
"2727","2726,""""""I didn't know how to reach you.""""""",0,0,1,0
"2728","2727,""His eyes, seeing nothing, moved ceaselessly about the room.""",0,0,0,0
"2729","2728,""""""It was a mad man,"""" he said.""",-0.75,-1,-3,-1
"2730","2729,""""""He must have been mad.""""""",-0.75,-1,-3,-1
"2731","2730,""""""Wouldn't you like some coffee?""""""",0.5,1,2,0
"2732","2731,I urged him.",0,0,0,0
"2733","2732,""""""I don't want anything. I' all right now, Mr. """"""",0.8,1,1,0
"2734","2733,""""""Carraway.""""""",0,0,0,0
"2735","2734,""""""Well, I' all right now. Where have they got Jimmy?""""""",1.6,2,0,0
"2736","2735,""I took him into the drawing-room, where his son lay, and left him there.""",0,0,0,0
"2737","2736,Some little boys had come up on the steps and were looking into the hall; when I told them who had arrived they went reluctantly away.",-0.5,-1,0,0
"2738","2737,""After a little while Mr. Gatz opened the door and came out, his mouth ajar, his face flushed slightly, his eyes leaking isolated and unpunctual tears.""",-2.05,-2,-3,-1
"2739","2738,""He had reached an age where death no longer has the quality of ghastly surprise, and when he looked around him now for the first time and saw the height and splendor of the hall and the great rooms opening out from it into other rooms his grief began to be mixed with an awed pride.""",0.25,1,-1,0
"2740","2739,I helped him to a bedroom upstairs; while he took off his coat and vest I told him that all arrangements had been deferred until he came.",0.8,1,0,0
"2741","2740,""""""I didn't know what you'd want, Mr. Gatsby """"""",0,0,1,0
"2742","2741,""""""Gatz is my name.""""""",0,0,0,0
"2743","2742,"""""" Mr. Gatz. I thought you might want to take the body west.""""""",0,0,1,0
"2744","2743,He shook his head.",0,0,0,0
"2745","2744,""""""Jimmy always liked it better down East. He rose up to his position in the East. Were you a friend of my boy's, Mr. ?""""""",2.1,2,6,1
"2746","2745,""""""We were close friends.""""""",0,0,0,0
"2747","2746,""""""He had a big future before him, you know. He was only a young man but he had a lot of brain power here.""""""",0.65,0,1,1
"2748","2747,He touched his head impressively and I nodded.",1.05,1,0,-1
"2749","2748,""""""If he'd of lived he'd of been a great man. A man like James J. Hill. He'd of helped build up the country.""""""",1.9,3,5,1
"2750","2749,""""""That's true,"""" I said, uncomfortably.""",0,-1,2,1
"2751","2750,""He fumbled at the embroidered coverlet, trying to take it from the bed, and lay down stiffly was instantly asleep.""",-0.25,1,0,0
"2752","2751,That night an obviously frightened person called up and demanded to know who I was before he would give his name.",-0.9,0,-3,-1
"2753","2752,""""""This is Mr. Carraway,"""" I said.""",0,0,0,0
"2754","2753,He sounded relieved.",1,0,2,0
"2755","2754,""""""This is Klipspringer.""""""",0,0,0,0
"2756","2755,I was relieved too for that seemed to promise another friend at Gatsby's grave.",2.05,1,2,1
"2757","2756,I didn't want it to be in the papers and draw a sightseeing crowd so I'd been calling up a few people myself.",0,0,1,0
"2758","2757,They were hard to find.",-0.25,-1,-1,0
"2759","2758,""""""The funeral's tomorrow,"""" I said.""",0,0,0,0
"2760","2759,""""""Three o'clock, here at the house. I wish you'd tell anybody who'd be interested.""""""",1.3,0,3,1
"2761","2760,""""""Oh, I will,"""" he broke out hastily.""",-1.15,-2,-1,-1
"2762","2761,""""""Of course I' not likely to see anybody, but if I do.""""""",0,0,0,0
"2763","2762,His tone made me suspicious.",-0.75,-1,-2,-1
"2764","2763,""""""Of course you' be there yourself.""""""",0,0,0,0
"2765","2764,""""""Well, I' certainly try. What I called up about is """"""",0.8,1,0,0
"2766","2765,""""""Wait a minute,"""" I interrupted.""",-1,0,-2,-2
"2767","2766,""""""How about saying you' come?""""""",0,0,0,0
"2768","2767,""""""Well, the fact is the truth of the matter is that I' staying with some people up here in Greenwich and they rather expect me to be with them tomorrow. In fact there's a sort of picnic or something. Of course I' do my very best to get away.""""""",3.3,2,4,3
